title,alt_title,type,description,genre,author,artist,rate,image,released
"Guild no Uketsukejou Desu ga, Zangyou wa Iya Nanode Boss wo Solo Toubatsu Shiyou to Omoimasu","ギルドの受付嬢ですが、残業は嫌なのでボスをソロ討伐しようと思います, I May Be a Guild Receptionist, but I’ll Solo Any Boss to Clock Out on Time, I'm the guild receptionist, but since I don't want to work overtime, I think I'll just solo the boss, 虽然是公会柜台小姐，但是因为讨厌加班所以要去单挑BOSS, I'm a Guild Receptionist, but I Hate Overtime So I'm Going to Slay the Boss Solo",manga,"“It’s safe because it’s a desk job, super stable because it’s public work!” 

Alina Clover thought being a receptionist for the Adventurers Guild would be her ticket to the good life… but her dream gig turns into an overtime nightmare whenever adventurers get stuck clearing a dungeon. 

To save herself from paperwork, Alina turns to the simplest solution at hand — beating down the monsters herself! A mysterious adventurer showing up out of nowhere, soloing the boss, then disappearing without taking credit is bound to create rumors, and Alina’s treasured job forbids side hustles. 

So there might be trouble when the leader of the Silver Sword party discovers her secret…!","Action, Comedy, Adventure, Magic, Fantasy, Adaptation",Kousaka Mato,Yuuki Suzu,7.9779,https://mangadex.org/covers/3b9bade6-28a0-4f2f-8211-4b5106a2cbbd/0987f11d-3b35-4403-9356-dfbd2f2e1586.jpg,2021
Farmer of Spirits,"정령 농사꾼, Дух Фермера, Spirit Farmer, 精霊の農夫",manga,"After training for 11 years to reach superhuman status, I gave up on my dream and returned to the family farm. But suddenly, Hawa appeared! She’s a powerful farming spirit who can make anything grow—even produce that enhances people’s powers. Now I’ve got my superhuman ID card, more spirits-friends, mouthwatering Grade A+ crops, and quests! Will Hawa and her friends lead us all to fame and fortune and change our lives forever?","Monsters, Animals, Long Strip, Magical Girls, Adventure, Magic, Fantasy, Web Comic, Slice of Life, Cooking, Supernatural, Adaptation, Full Color",Susaek Yeongjang,Gusigi,8.5335,https://mangadex.org/covers/c615f226-4608-4a12-a340-a974e2a429dd/1f0533ae-0c62-4aa9-ab97-3844374e39a5.jpg,2020
Blue Archive - The Adventure of Game Development Department!,"ブルーアーカイブゲーム開発部だいぼうけん！, Blue Archive: Грандиозное приключение отдела разработки игр!",manga,"From the hit game Blue Archive, comes a spin-off manga featuring the Game Development Department! Where Momoi, Midori, Yuzu and Aris share their days of youth, friendship, and clumsy moments. A heartwarming, cute and funny youth-comedy crafted by the master of comedy, Asato Mizu!","Sci-Fi, Comedy, Web Comic",Mizu Asato,Mizu Asato,9.4578,https://mangadex.org/covers/99e883fd-04f6-449b-ab23-1d904695d272/456390b9-7d4c-4074-a995-fb23c3c66f42.png,2023
Shen Yin Wang Zuo,"Sealed Divine Throne, Трон, отмеченный Богом, 神印王座, 신인왕좌, Throne of Seal",manga,"While the demons were rising, mankind was about to become extinct. Six temples rose, and protected the last of mankind. A young boy joins the temple as a knight to save his mother. During his journey of wonders and mischief in the world of temples and demons, will he be able to ascend to become the strongest knight and inherit the throne?","Action, Demons, Romance, Martial Arts, Adventure, Wuxia, Drama, Fantasy, Supernatural, Adaptation",Tang Jia San Shao (神漫君),Sariel,7.2725,https://mangadex.org/covers/3397fcf6-18bb-4983-8daa-2b0ccd79487e/65b1d7d9-a776-4590-8fa0-7264de7dda68.jpg,2014
Saiyuki Gaiden,"Saiyuuki Gaiden, 最遊記外伝",manga,"500 years before the story of Saiyuki, a heretic child with golden eyes is brought into Heaven. He is given into the reluctant care of a minor deity named Konzen, the nephew of the Merciful Goddess Kanzeon Bosatsu. Konzen eventually gives the child the name ""Goku"". Goku becomes friends with two other minor gods, Marshal Tenpou and General Kenren of the Western Army of Heaven. He also meets a strange little boy who seems to be his own age, the War Prince Nataku. Although Goku is happy in his new home, Heaven is not kind to heretics. There are those who would use Nataku and Goku as tools in an attempt to seize the throne of Heaven, and Konzen, Tenpou, and Kenren may not be able to save them.","Historical, Action, Drama, Fantasy, Supernatural, Tragedy",Minekura Kazuya,Minekura Kazuya,9.2692,https://mangadex.org/covers/dc0174cc-33a0-4792-aa03-78d155179d27/4d59fd5c-61e2-405a-8fe1-61dc204f0efd.jpg,-
Doushitara Osananajimi ♀️ no Kanojo ni Naremasu Ka!?,"どうしたら幼馴染♀の彼女になれますか！？, How Do I Turn My Best Friend Into My Girlfriend?, How Do I Get Together With My Childhood Friend?, 어떻게 해야 소꿉친구의 여친이 될 수 있나요?!, 怎样才能成为发小的女友呢！？",manga,"High schoolers Minami Ikoma and Yuzu Makita have been childhood friends since grade school. Since their parents are friends, they have always been together. However, as Minami sees her friend get confessed to, feelings in her own heart start to sprout. A romantic comedy of two childhood friend starts.","Romance, Girls' Love, School Life",Yasaka Shuu,Yasaka Shuu,8.8795,https://mangadex.org/covers/4de70c96-566b-4cdb-88f4-6c7fd5184991/d9e4b798-c0fc-4230-bb31-cf12ed6526dd.jpg,2022
Jashin-chan Dropkick,"Dropkick On My Devil!, Jyashin-chan Drop Kick, Jyashin-chan Dropkick, Демонический дропкик, 邪神ちゃんドロップキック, 邪神与厨二病少女, 사신짱 드롭킥",manga,"Jashin-chan Dropkick is a violent slapstic comedy about a delusional gothic lolita, Yurine, who summons a demon girl with the tail of a cobra, Jashin-chan.
They'll have to live together until Yurine finds a way to send Jashin-chan back to hell, or until Jashin-chan kills Yurine.

---

[Anime Season 1 on ANN](https://www.animenewsnetwork.com/encyclopedia/anime.php?id=20484)","Monsters, Action, Demons, Comedy, Magical Girls, Magic, Gore, Monster Girls, Slice of Life, Supernatural",Yukiwo,Yukiwo,8.0496,https://mangadex.org/covers/3f28c47a-bf8d-4e79-83ca-2e64fe906372/f246d479-7f08-4d72-a54f-54a81c77ac6d.jpg,2012
The Archmage Returns After 4000 Years,"4000년 만에 귀환한 대마도사, 4000Nyeon Mane Gwihwanhan Daemadosa, The Great Mage Returns After 4000 Years, Архимаг, который вернулся спустя 4000 лет, 4000年ぶりに帰還した大魔導士, 4000年後重生的大魔導士, 4000年后重生异世界的大魔导师",manga,"Lucas Trowman was the greatest archmage in history until he was condemned by Demigod to spend eternity losing his mind. But 4,000 years later, he’s thrust back into this world, into the body of Frei Blake, the weakest, most un-talented student at the prestigious Westroad Academy for mages. After all this time, the world of magic has barely progressed. Could this be the work of Demigod? Determined to find out, Lucas seeks to reach the highest levels of power once again and get his revenge.

---
**Links:**
- [Alternative Raw (Kakao Webtoon)](https://webtoon.kakao.com/content/4000%EB%85%84-%EB%A7%8C%EC%97%90-%EA%B7%80%ED%99%98%ED%95%9C-%EB%8C%80%EB%A7%88%EB%8F%84%EC%82%AC/2385)
- [Official Indonesian Translation (Kakao)](https://kakaopage.co.id/content/Kembalinya-Sang-Archmage-Setelah-4000-Tahun/3441)
- [Official Japanese Translation (Piccoma)](https://piccoma.com/web/product/37285)
- [Official French Translation (Delitoon)](https://delitoon.com/webtoon/retour-grand-mage)
- [Official Thai Translation (Kakao)](https://th.kakaowebtoon.com/content/%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%88%E0%B8%AD%E0%B8%A1%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B8%81%E0%B8%A5%E0%B8%B1%E0%B8%9A%E0%B8%A1%E0%B8%B2%E0%B8%AD%E0%B8%B5%E0%B8%81%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B9%89%E0%B8%87%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%87_4000_%E0%B8%9B%E0%B8%B5/10)","Reincarnation, Monsters, Action, Demons, Long Strip, Martial Arts, Adventure, Magic, Fantasy, Web Comic, Adaptation, Full Color",Barnicle (따개비),REDICE Studio (레드아이스 스튜디오),8.5182,https://mangadex.org/covers/ff14c29a-3456-4047-828d-10c9671cac4c/7262a722-378d-4fe1-a339-7fd7c17c1824.png,2020
Dark Castle,Тёмный Замок,manga,"A dark gloomy castle with endless stairways and an ancient library. Scary, mysterious creatures live here, hiding in the night. One day, a girl who lost her memory ends up there. Who is she and how can she get back? And, most importantly, how will the owner of the castle decide her fate?","Monsters, Demons, Ghosts, Animals, Long Strip, Romance, Comedy, Self-Published, Magic, Isekai, Gore, Drama, Fantasy, Web Comic, Supernatural, Mystery, Full Color",Faun,Faun,8.7867,https://mangadex.org/covers/b1c2f231-0777-46d4-84ec-f43f25e85b7a/2ee1ad27-9d2a-4778-8abf-601135717f54.jpg,2020
L.A.G,"Unlimited Passive, 언리미티드 패시브, LAG, Безграничные пассивные навыки, Limitless Passive Skills",manga,"L.A.G, an unknown space where humans use abilities or skills through awakening, monsters appear on each floor and room, and missions are given accordingly.

The goal here is to reach the bottom. The protagonist repeats death and life countless times in the unknown space L.A.G. However, in this life, he has the ability to own unlimited passive skills and finally has a chance to escape there.

However, unlike what he has been through so far, he will not know an inch of the future as L.A.G continues to change. This is a desperate survival story in which no one can be trusted and continues to survive the hellish L.A.G, where there is no end in sight, and fights for escape from the bottom.","Thriller, Reincarnation, Sci-Fi, Monsters, Action, Psychological, Long Strip, Survival, Gore, Drama, Horror, Fantasy, Web Comic, Mystery, Adaptation, Full Color",Apiro (아피로),Hyun Ahm (암현),8.3366,https://mangadex.org/covers/27878fe3-d412-4216-88c1-87116164a09e/ee735f14-00d3-4194-bd4c-35f47392acd3.png,2022
"Moto Isekai Tenisha datta Kachou no Ojisan, Jinsei Nidome no Isekai wo Kake Meguru","元異世界転移者だった課長のおじさん、人生二度目の異世界を駆け廻る, The Section Chief Uncle Who's a Former Transferee to Another World Goes to Another World a Second Time, 전 이세계 전이자였던 과장 아저씨, 인생 두 번째 이세계를 누빈다, 西装科长的二次转生, 西裝科長的二次轉生",manga,"Souya, the manager of a trading company in a small city, is a 37-year-old office worker who enjoys single life.

One day, when he wakes up in a strange meadow, he sees two moons floating in the night sky and regains the memory of being transferred to another world 20 years ago.

An uncle’s adventure in a different world, wearing a business suit, with a low amount of tension, a high level of ability, and a cool but slightly pathetic personality. It’s a different world transition, but it may have an old-fashioned fantasy atmosphere.","Action, Romance, Adventure, Harem, Isekai, Fantasy, Adaptation",GinMugi,Kura,6.589,https://mangadex.org/covers/041969a9-c6f6-4aab-b37f-6cba675eb834/7a56ea1f-102f-45b0-909b-9161f28fd945.jpg,2021
"Saikyou Kenshi, Saiteihen Kishidan de Funsenchuu","最強剣士、最底辺騎士団で奮戦中, 最強剣士、最底辺騎士団で奮戦中　～オークを地の果てまで追い詰めて絶対に始末するだけの簡単？なお仕事です～, The Strongest Knight Works Hard in the Lowest Knight Order, The Strongest Knight Works Hard in the Lowest Knight Order: Hunting the Orcs Until the End of the Earth? That's Easy!",manga,"The ""Anti Foreign Dangerous Species Knights"" was formed to protect the people from dangerous monsters, however this is more of a black company and it's only a knight order in name only...! Orcs that keep coming like pests no matter how many times they are taken down... salaries that don't increase at all... quirky co-workers... This is the story of the strongest swordman of a commoner background, who works hard everyday cutting orc's heads in the lowest knight order which is ridiculed as ""Pig Hunters.""","Monsters, Action, Comedy, Adventure, Fantasy, Adaptation",Kuusengata,Watabane Kamui,7.4848,https://mangadex.org/covers/29dd6028-ac31-4554-8d0a-8dd5249a2382/36665c44-a546-4be4-89ac-7117a3b2e694.jpg,2021
"Fushi no Gunzei wo Hikiiru Bocchi Shiryoujutsushi, Tenshoku shite SSS-Rank Boukensha ni naru.","The Solo Necromancer Leading an Immortal Army Transfers to become an SSS-Rank Adventurer, 不死の軍勢を率いるぼっち死霊術師、転職してSSSランク冒険者になる。",manga,"_“The ultimate ambition of the most formidable necromancer… is to make friends?!”_

In the eleventh hour of the Saldia Empire’s impending defeat, salvation arrives in the form of Rogue, a lone necromancer. Armed with immense power and leading legendary aides, his solitary goal is to forge friendships. Employing the abilities of Kalfa, the most distinguished appraiser, he masks his loathed profession as that of an ‘adventurer.’ Rogue steps into the world as a rookie adventurer, but his extraordinary power can’t be completely hidden, sparking rumors that gradually trigger a grand disturbance in the kingdom. 

Embark on a fresh adventure with this lone necromancer! A long-awaited manga adaptation of a highly popular original work from Syosetu!","Fantasy, Adaptation",Sakakibara Monsho,Bloody Tanaka,6.9551,https://mangadex.org/covers/3b97b8f7-8cea-46f5-9e89-705ca694f6aa/1d8dc259-56e2-4847-8f3d-0c7d836a96a1.jpg,2021
Kaiju No. 8,"Monster #8, Кайдзю No. 8, Монстр № 8, 怪獣8号",manga,"A man working a job far removed from his childhood dreams gets wrapped up in an unexpected situation…! Becoming a monster, he aims once again to fulfill his lifelong dream…!

---
**Links:**
- Alternative Official English - [Viz](https://www.viz.com/kaiju-no-8)","Sci-Fi, Monsters, Action, Comedy, Martial Arts, Military, Drama, Horror, Aliens, Supernatural",Matsumoto Naoya,Matsumoto Naoya,8.8912,https://mangadex.org/covers/237d527f-adb5-420e-8e6e-b7dd006fbe47/87dd9b1b-0de3-41f9-bfa6-95134f20134a.jpg,2020
The Medical Fairy Is a Three-and-a-Half-Year-Old Cutie,萌宝医仙三岁半,manga,"The most famous alchemist in the world of cultivation, Xuan Tianji, turned into a kid from the backlash of her attempt to seal the system that had been manipulating her. Ever since then, her childhood friend, ex-boyfriend, disciple, nemesis, etc. started looking for their “wife” to no avail. Instead, they find themselves happily becoming “Dad”...","Historical, Long Strip, Romance, Adventure, Harem, Isekai, Drama, Fantasy",向南社,向南社,2.75,https://mangadex.org/covers/0ac9a882-55af-4803-ac86-e581101c0b44/e288109a-574d-4b6b-bb38-b611a6b67df0.jpg,2021
The Legendary Spearman Returns,"역대급 창기사의 회귀, 史詩級槍騎士再臨, Yeokdaegeup Changgisaui Hoegwi, Return of the Unrivaled Spear Knight, Return of the Legendary Spear Knight, Return of the Greatest Lancer, Возмездие величайшего копейщика, Возвращение величайшего лансера всех времен, 歴代級槍騎士の回帰, 史诗级枪骑士再临, 英雄槍騎士的復仇, El Regreso del Inigualable Caballero de la Lanza",manga,"Joshua Sanders, the legendary spearman who ended the brutal civil war, shattered the belief that one must wield a sword to be a master knight.

He fought in the service of his friend, Emperor Caesar van Briton, but it is all for naught when his fearful comrades try to kill him. He’s on the brink of death when his trusty weapon, Lugia, shines and propels him back to the stables of his childhood.

With his mighty spear in hand, Joshua is dead set on revenge in this life!","Time Travel, Monsters, Action, Demons, Long Strip, Adventure, Magic, Drama, Fantasy, Adaptation, Full Color",Joe Teacher,Studio Inus (스튜디오 이너스),7.9914,https://mangadex.org/covers/707a112b-55cb-41a5-afe1-601d3e52e9a8/01a1ab5b-985e-402f-9e44-0b5ec9eae1f9.png,2021
"I Was Born as the Seventh Prince, What Should I Do?",第七王子に生まれたけど、何すりゃいいの？,manga,"In rare cases, there are children that have reincarnated while holding the memories of their previous lives. Dependent on the god's caprice, they will be reincarnated into another world. One such case is the seventh prince of a certain kingdom.

The eldest son is the crown prince, the second, the third a diplomat, the fourth is bewed to the princess of another country, and the fifth and sixth are geniuses in music and art. Wait? Then what's left for me?","Comedy, Adventure, Magic, Isekai, Fantasy, Mystery, Adaptation",Kago no naka no Usagi,Odayaka,7.703,https://mangadex.org/covers/8357f8a7-bb0d-46cf-ba65-f6140e721f98/387a2f5b-00f3-4eb8-bbc4-10b35127bc31.jpg,2020
Souei Sousho,"双影双書, 双影双书",manga,"Shou, a young boy living in the red light district is suddenly taken to live in the imperial palace. He was selected to become the prince's shadow and act as his shield. In the palace where conspiracies swirl will Shou be able to protect himself and the prince?","Historical, Comedy, Drama",Funamoto Erika,Funamoto Erika,8.8405,https://mangadex.org/covers/80f06ea5-2ff5-4155-bb0d-df4dbf97db40/ceed192d-04de-41c4-a1d8-2ca83cf746c7.jpg,2022
The Hero Is Standing in My Way,"남자 주인공이 내 앞길을 가로막는다, Namja Juingong-i Nae Apgil-eul Garomagneunda, The Male Lead Is Blocking My Way, The Male Protagonist Is Blocking My Way, 主役が私の邪魔をする, 男主阻挡了我前进的道路, The Male Lead Won't Let Me Be!",manga,"I reincarnated into a novel that I think I read sometime in the past. In the not far future, I'm fated to become the fiancée of the villain, but that's well... Won't it change following the way that I live?

""My ideal type is a man who is 190 cm, handsome, rich, has a rank at least above a Count, and won't grow a gut even when they get old!""

But before I could even find a husband I saved the life of the young male lead? After that my plan for an easy life kept getting messed up!

""I'm sorry, but Ariel said that she can't take her eyes off me because I'm the prettiest and handsomest person in the world.""

""What? I did?""

""P-pardon my rudeness. Please forget my marriage proposal!""

""Hold on! No! Wait!""

---
[Original Web Comic](https://page.kakao.com/home?seriesId=58561966)

**Official Translations:**
* [Japanese / 日本語](https://piccoma.com/web/product/97402)","Reincarnation, Historical, Long Strip, Romance, Comedy, Isekai, Fantasy, Web Comic, Adaptation, Full Color",Jooahri (주아리),Deokbok (덕복),7.2791,https://mangadex.org/covers/fc517b46-b457-408b-8e35-b38d41ed34b8/47b8c862-f631-4fd0-8cd9-4a67fcf8e80b.jpg,2022
I Get Stronger Just by Lying down while My Apprentice Cultivates,徒弟升级 我躺着就变强,manga,"When my apprentice cultivates, I become stronger— my apprentice's cultivation is returned ten thousand times over, and from then on, I dominate, invincible in heaven and on earth!","Action, Long Strip, Martial Arts",元燊动漫,元燊动漫,7.1667,https://mangadex.org/covers/d097c406-fa3b-45c2-a810-5eea13402562/2bc4e0f2-04c9-4bc2-995a-f45c2f7be63b.jpg,-
Mikiri kara Hajimeru Garyuu Kenjutsu,"見切りから始める我流剣術, My Style Of Swordsmanship",manga,"Rio, a boy living in a remote village, attends the village dojo for self-defense, but gives up the idea that he cannot become stronger under the dojo’s teaching methods. However, the village is a dangerous place, and Rio decides to create his own way of fighting – “Garyu Kenjutsu” – in order to survive! A royal road fantasy of swords and magic is about to begin!","Adventure, Fantasy, Web Comic",Kori Jun,Kamimura Riddle,7.2375,https://mangadex.org/covers/c83cb270-6883-4684-8f77-d991509d5af3/0d9c06d9-55e5-40d6-99a6-c211037b71c6.jpg,2023
Time-Limited Genius Dark Knight,"시한부 천재 암흑기사, Terminally-Ill Genius Dark Knight, Sihanbu Cheonjae Amheukgisa, El prodigioso caballero oscuro con tiempo limitado",manga,"When there is no way out, the way is in.

Doomed to die next month, our terminally ill protagonist Chan is too frail and defeated to try anything at all.

No wonder he chooses to plunge himself into an RPG world he is only too familiar with. Why should this run be any different?

Well, other than the fact that he will wake up inside the game and get struck with an existential epiphany that will make him fight tooth and nail to give Nox, his equally ill-fated RPG persona, a better chance?

Maybe, it’s not over until it’s over.","Reincarnation, Action, Demons, Long Strip, Martial Arts, Video Games, Magic, Isekai, Fantasy, Web Comic, Adaptation, Full Color",Nagi (II),Nagi (II),8.5238,https://mangadex.org/covers/10c548ad-f7ce-47c3-8db8-b8863440a07b/1915ba70-06be-4857-a2f6-2ab8abf30c29.png,2023
Hitomi-chan Is Shy With Strangers,"Застенчивая Хитоми-чан, 瞳ちゃんは人見知り",manga,"One day, the ordinary 2nd year high schooler Yuu Usami accidentally encounters a big girl with a scary look. Turns out she's glaring at him, but why…?! Although Hitomi Takano looks like she's scary and awkward, she's actually a kind and adorable girl. This one shall be a happy, heartwarming slice-of-life comedy.","Romance, Comedy, School Life, Slice of Life",Natsumi Cyorisuke,Natsumi Cyorisuke,8.7405,https://mangadex.org/covers/6cc0f7c2-0db6-432b-8189-fcedbcdda888/97748786-e5aa-4504-af30-b7fa9d775ccb.jpg,2018
Kono Subarashii Sekai ni Shukufuku wo!,"God's Blessing on This Wonderful World!, Да будет благословенен этот прекрасный мир!, この素晴らしい世界に祝福を！, 为美好的世界献上祝福！, 이 멋진 세계에 축복을!, Bless This Wonderful World!",manga,"Kazuma Sato is a video game-loving shut-in-or at least he was, until a humiliating traffic accident brings his young life to an untimely end. But after his death, a beautiful girl claiming to be a goddess invites him to enter another world and gain some respectable perks in the process. But Kazuma’s choice is going to have serious consequences for the goddess and the dead man alike…","Reincarnation, Loli, Monsters, Action, Animals, Romance, Comedy, Zombies, Adventure, Magic, Isekai, Fantasy, Monster Girls, Slice of Life, Supernatural, Mystery, Adaptation",Akatsuki Natsume,Watari Masahito,8.737,https://mangadex.org/covers/bcfa196d-d162-45f5-a224-61d26b04a077/07c6f675-57e6-4b8c-8e2b-deaf3f27021b.jpg,2014
Josou wo Yamerarenaku Naru Otokonoko no Hanashi,"Парень, который не может перестать переодеваться, 女装をやめられなくなる男の子の話, A Boy That Can't Stop Crossdressing",manga,"Kazu likes to dress up as a girl. After a lot of training, he thinks he's perfect, and he just wanted someone to say that he is beautiful. Masaru, his childhood friend, sees him that way, thinking that he, indeed, had turned into a girl! Now Kazu must solve this misunderstanding.","Romance, Comedy, Boys' Love, Crossdressing, Web Comic, Slice of Life",Kobashiko,Kobashiko,8.4247,https://mangadex.org/covers/e0602a12-08e0-47dc-9e92-7555dfb2c1bc/13e08b70-c453-4686-90eb-501421076d7b.jpg,2020
The Price of Breaking Up,"파혼의 대가, Pahonui Daega, The Price of a Broken Engagement, The Price of Separation, 婚約破棄の対価, 解除婚约的代价",manga,"Clearly, God must have been joking when he sent down another oracle proclaiming that “the companion of His Royal Highness, the Crown Prince, is to be the precious daughter of Marquis Lurhtella.” How could the oracle be mistaken?

As soon as I was born, I was selected to be the Crown Princess and have spent my entire life training to be a great Empress one day, but everything changed overnight: My power, my status, and the way people look at me. I thought only his love wouldn’t change, however, he did not hesitate to notify me of the breaking of our engagement, and that is how it ended between us. Giving up everything was a lot easier than I thought. But…

“It’s a pleasure to meet you, Princess Pesentria.”

“…”

“Speaking of the owner of the temple, I wonder if you remember me.”

He, who had the greatest divine power in the Empire, reached out to me. Can I hold his hand?

---
As the chosen one prophesized to bring stability to the empire, Ersia Fesentera had lived her entire life as the future crown princess... until it is revealed that another girl is the chosen one. In a day, Ersia loses her position and all that she worked hard to achieve, while her supporters and her own beloved fiancé abandon her. Enraged and hurt by this turn of events, Ersia swears to take revenge on those who turned their backs on her... starting with her former betrothed and his new fiancée.","Long Strip, Romance, Fantasy, Web Comic, Adaptation, Full Color",Aidela,Studio Inus (스튜디오 이너스),6.1374,https://mangadex.org/covers/c98d4843-cc3a-417a-be54-71b335a6984a/10a135af-1d78-4a50-9bd7-0aa2a784bca4.jpg,2023
I Guess My Roommate Is Pretty?,"I Guess My Roommate Is Pretty?, Думаю мой сосед по комнате милый?",manga,,"Genderswap, Romance, Comedy, Boys' Love, Self-Published, Crossdressing, School Life, Slice of Life, Supernatural",Senukin,Senukin,7.357,https://mangadex.org/covers/71a72715-c6ba-42fe-af9f-a030b751ce27/989ece1b-1d33-4cbe-a3b3-9d149612d20b.png,2023
Ijin Tensei - Gokoku Warfare,"Wise Man's Reincarnation: Five Kingdoms, 伟人转生-五国大战, 偉人転生 五國WARFARE",manga,"A world of war that has lasted for 100 years.
Fuugo and Roka, childhood friends of the Kingdom of Asdorm.
When the fates of two people who were once separated are reunited, a new threat that has never been seen before strikes them!

Einstein, Edison ...
Genius greats who have been reincarnated in a war-torn other world compete with all their best intellect, the Five Kingdoms War begins! !!","Action, Military, Isekai, Drama, Fantasy",Kurando Yukiaki,Saitou Sunao,5.892,https://mangadex.org/covers/accc382a-8b93-4008-95e5-ea8aac8ce1dd/c4ec7b3a-074d-4d0a-a9b6-ff4ebef706f9.jpg,2022
Yumenashi-sensei no Shinroshidou,"夢なし先生の進路指導, Yumenashi-sensei's Guidance Counseling",manga,"A former career consultant, Takanashi now works for a school as a Guidance Counselor. During career guidance meetings, he gives headstrong students data and tells them the realities of the world around them, hoping that they rethink their dreams. Because of that, students call him “Yumenashi” (“Dream Crusher”).","Psychological, Sexual Violence, Philosophical, Drama, School Life, Slice of Life",Kasahara Masaki,Kasahara Masaki,8.6949,https://mangadex.org/covers/7f92852b-92a0-49b6-b26c-9526d287bd71/29ffae02-0fe4-44f7-bea7-72d3e7d6653b.jpg,2023
Zense wa Kentei. Konjou Kuzu Ouji,"Previous Life was Sword Emperor. This Life is Trash Prince., 前世は剣帝。今生クズ王子, 前世是劍帝。今生是渣王子, Sword Emperor Previous Life, Prince Trash This Life.",manga,"He was called a Sword Emperor who lived for the sword and died by the sword. And his end was a tragedy. 

However, by strange coincidence, he was reincarnated as the third prince in a country. He was enjoying his lazy lifestyle away from swords and heroism. As a consequence, people began referring to him as Prince Trash.

He never cared about his derogatory name until one day, he encounters someone who gets the wheel of fate to move in motion.","Reincarnation, Time Travel, Monsters, Action, Demons, Comedy, Magic, Fantasy, Monster Girls, Adaptation",Alto,Hayagami Ataka,8.0601,https://mangadex.org/covers/9660c79b-0b65-4f13-956c-03364651800b/b9516dd8-7634-4240-b656-03d13a7aed59.jpg,2019
Kimi no Kokoro wo Kanjitai,"君の心を漢字たい, I Want to Write Your Heart into Kanji",manga,"A high school boy, Yomi Hashiba, is troubled. He is unable to understand what Mizuki Hanai, a cool girl who became his girlfriend a month ago, is thinking... One day, while he is worrying about his relationship with Mizuki Hanai, he starts to understand her ""Kanji""...? (same pronunciation as feeling) This is the beginning of a thrilling coming-of-age romantic comedy about love and kanji!","Romance, Comedy, School Life, Slice of Life",Suga Atsushi,Suga Atsushi,8.7494,https://mangadex.org/covers/b087349b-8603-484e-8f6e-042fa3145e3a/6b97a40b-07eb-4cf6-a73f-442d69f4887c.jpg,2022
House Garnet's Archvillain,"공작가의 흑막 영애님, Gongjakgaui Heungmang Yeongaenim, The Lady's Dark Secret, Devious Daughter of the Duchy, The Young Lady With the Black Soul, 公爵家の黒幕令嬢, 公爵家的黑幕小姐",manga,"Born as an illegitimate child to the duchy, Estelle became the saint of the empire.

She spent her entire life trying to love everyone around her, but being betrayed and sacrificed to the devil, Estelle suffered in hell for 600 years.

[Do you desire revenge?]

[If you wish, I’ll send you back to their brightest moment. What do you think?]

The whispers from the devil reached her ears.

Holding the devil’s hand, Estelle came back from hell.

As the lady of the Garnet Duchy, the greatest family in the entire Empire.
To bring cruel destruction to all who betrayed her.

“I’ll steal everything from my enemies and make them meet their worst endings possible.”","Historical, Demons, Long Strip, Romance, Magic, Drama, Fantasy, Villainess, Web Comic, Adaptation, Full Color",Yuin,Yeo Doha,7.5598,https://mangadex.org/covers/68350bca-395a-4af0-8ef7-48dcc5bbbae8/acc5386a-f6bb-4277-8498-1a2803d2f65f.jpg,2022
I Swallowed the Heavenly Demon,천마를 삼켰다,manga,"40 years ago, three mysterious seeds fell to Earth, unleashing countless monsters. Chosen beings arose to fight against these monsters. Those who manifested the powers of this world's heroic spirits into weapons or blessings were called heroes.

Min Jae-ha, who aspired to become a hero, wandered the front lines but couldn't achieve his dream. Giving up hope of becoming a hero, he now works at That’s Real Company.

One day, while investigating a mineral dungeon for work, Min Jae-ha steps on a mysterious summoning circle and unexpectedly gains an extraordinary heroic spirit, one he had always dreamt of contracting with.

However...

""How many times must I tell you? I am alive!""

""Aren't you technically neither dead nor alive?""
""So what can you even do inside my belly?""

Why has this extraordinary heroic spirit taken residence in Min Jae-ha’s belly instead of manifesting as a weapon or blessing?

""Look up to me, and I shall teach you martial arts.""","Action, Long Strip, Fantasy, Web Comic, Full Color",Stay,Stay,7.0,https://mangadex.org/covers/fac7a43a-cbd9-4ac4-9994-cda2b833ba2b/86ae2e30-16dc-4e6b-8839-e21fa14957b3.jpg,2024
